review_id	record_type	source_database	source_record_id	raw_trait_name	raw_gene_id	raw_gene_symbol	candidate_mappings	ambiguity_reason	recommended_action	priority	notes
MR_00000306	gene_id_mapping	RAP-DB	MAP_00001399	NA	Os01g0265600	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000307	gene_id_mapping	RAP-DB	MAP_00001410	NA	Os01g0267000	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000308	gene_id_mapping	RAP-DB	MAP_00001411	NA	Os01g0267050	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000309	gene_id_mapping	RAP-DB	MAP_00001424	NA	Os01g0268733	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000310	gene_id_mapping	RAP-DB	MAP_00001425	NA	Os01g0268766	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000311	gene_id_mapping	RAP-DB	MAP_00001430	NA	Os01g0269301	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000312	gene_id_mapping	RAP-DB	MAP_00001432	NA	Os01g0269550	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000313	gene_id_mapping	RAP-DB	MAP_00001437	NA	Os01g0270000	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000314	gene_id_mapping	RAP-DB	MAP_00001440	NA	Os01g0270501	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000315	gene_id_mapping	RAP-DB	MAP_00001447	NA	Os01g0271901	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000316	gene_id_mapping	RAP-DB	MAP_00001454	NA	Os01g0273150	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000317	gene_id_mapping	RAP-DB	MAP_00001456	NA	Os01g0273250	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000318	gene_id_mapping	RAP-DB	MAP_00001458	NA	Os01g0273500	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000319	gene_id_mapping	RAP-DB	MAP_00001459	NA	Os01g0273650	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000320	gene_id_mapping	RAP-DB	MAP_00001461	NA	Os01g0273850	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000321	gene_id_mapping	RAP-DB	MAP_00001465	NA	Os01g0274201	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000322	gene_id_mapping	RAP-DB	MAP_00001466	NA	Os01g0274300	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000323	gene_id_mapping	RAP-DB	MAP_00001468	NA	Os01g0274601	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000324	gene_id_mapping	RAP-DB	MAP_00001470	NA	Os01g0274901	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000325	gene_id_mapping	RAP-DB	MAP_00001471	NA	Os01g0275000	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000326	gene_id_mapping	RAP-DB	MAP_00001474	NA	Os01g0275300	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000327	gene_id_mapping	RAP-DB	MAP_00001477	NA	Os01g0275700	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000328	gene_id_mapping	RAP-DB	MAP_00001478	NA	Os01g0275800	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000329	gene_id_mapping	RAP-DB	MAP_00001479	NA	Os01g0275900	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000330	gene_id_mapping	RAP-DB	MAP_00001480	NA	Os01g0275950	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000331	gene_id_mapping	RAP-DB	MAP_00001482	NA	Os01g0276033	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000332	gene_id_mapping	RAP-DB	MAP_00001483	NA	Os01g0276066	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000333	gene_id_mapping	RAP-DB	MAP_00001490	NA	Os01g0276650	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000334	gene_id_mapping	RAP-DB	MAP_00001500	NA	Os01g0278050	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000335	gene_id_mapping	RAP-DB	MAP_00001501	NA	Os01g0278100	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000336	gene_id_mapping	RAP-DB	MAP_00001506	NA	Os01g0278766	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000337	gene_id_mapping	RAP-DB	MAP_00001514	NA	Os01g0279500	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000338	gene_id_mapping	RAP-DB	MAP_00001520	NA	Os01g0280300	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000339	gene_id_mapping	RAP-DB	MAP_00001523	NA	Os01g0280600	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000340	gene_id_mapping	RAP-DB	MAP_00001525	NA	Os01g0281050	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000341	gene_id_mapping	RAP-DB	MAP_00001532	NA	Os01g0282251	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000342	gene_id_mapping	RAP-DB	MAP_00001544	NA	Os01g0284601	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000343	gene_id_mapping	RAP-DB	MAP_00001547	NA	Os01g0285200	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000344	gene_id_mapping	RAP-DB	MAP_00001549	NA	Os01g0285900	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000345	gene_id_mapping	RAP-DB	MAP_00001552	NA	Os01g0286100	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000346	gene_id_mapping	RAP-DB	MAP_00001553	NA	Os01g0286200	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000347	gene_id_mapping	RAP-DB	MAP_00001556	NA	Os01g0286550	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000348	gene_id_mapping	RAP-DB	MAP_00001559	NA	Os01g0287100	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000349	gene_id_mapping	RAP-DB	MAP_00001560	NA	Os01g0287400	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000350	gene_id_mapping	RAP-DB	MAP_00001563	NA	Os01g0287900	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000351	gene_id_mapping	RAP-DB	MAP_00001566	NA	Os01g0288600	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000352	gene_id_mapping	RAP-DB	MAP_00001567	NA	Os01g0288700	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000353	gene_id_mapping	RAP-DB	MAP_00001570	NA	Os01g0289400	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000354	gene_id_mapping	RAP-DB	MAP_00001572	NA	Os01g0289732	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000355	gene_id_mapping	RAP-DB	MAP_00001573	NA	Os01g0289741	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000356	gene_id_mapping	RAP-DB	MAP_00001574	NA	Os01g0289750	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000357	gene_id_mapping	RAP-DB	MAP_00001576	NA	Os01g0289950	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000358	gene_id_mapping	RAP-DB	MAP_00001580	NA	Os01g0290650	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000359	gene_id_mapping	RAP-DB	MAP_00001582	NA	Os01g0290800	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000360	gene_id_mapping	RAP-DB	MAP_00001583	NA	Os01g0290901	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000361	gene_id_mapping	RAP-DB	MAP_00001584	NA	Os01g0291101	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000362	gene_id_mapping	RAP-DB	MAP_00001586	NA	Os01g0291733	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000363	gene_id_mapping	RAP-DB	MAP_00001596	NA	Os01g0293501	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000364	gene_id_mapping	RAP-DB	MAP_00001597	NA	Os01g0293800	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000365	gene_id_mapping	RAP-DB	MAP_00001604	NA	Os01g0295000	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000366	gene_id_mapping	RAP-DB	MAP_00001617	NA	Os01g0298301	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000367	gene_id_mapping	RAP-DB	MAP_00001619	NA	Os01g0298500	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000368	gene_id_mapping	RAP-DB	MAP_00001628	NA	Os01g0299801	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000369	gene_id_mapping	RAP-DB	MAP_00001629	NA	Os01g0299900	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000370	gene_id_mapping	RAP-DB	MAP_00001635	NA	Os01g0300850	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000371	gene_id_mapping	RAP-DB	MAP_00001638	NA	Os01g0301100	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000372	gene_id_mapping	RAP-DB	MAP_00001639	NA	Os01g0301300	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000373	gene_id_mapping	RAP-DB	MAP_00001642	NA	Os01g0301800	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000374	gene_id_mapping	RAP-DB	MAP_00001645	NA	Os01g0302000	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000375	gene_id_mapping	RAP-DB	MAP_00001647	NA	Os01g0302250	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000376	gene_id_mapping	RAP-DB	MAP_00001649	NA	Os01g0302800	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000377	gene_id_mapping	RAP-DB	MAP_00001650	NA	Os01g0302900	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000378	gene_id_mapping	RAP-DB	MAP_00001655	NA	Os01g0303401	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000379	gene_id_mapping	RAP-DB	MAP_00001657	NA	Os01g0303550	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000380	gene_id_mapping	RAP-DB	MAP_00001661	NA	Os01g0304050	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000381	gene_id_mapping	RAP-DB	MAP_00001663	NA	Os01g0304200	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000382	gene_id_mapping	RAP-DB	MAP_00001668	NA	Os01g0305300	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000383	gene_id_mapping	RAP-DB	MAP_00001677	NA	Os01g0307201	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000384	gene_id_mapping	RAP-DB	MAP_00001679	NA	Os01g0307562	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000385	gene_id_mapping	RAP-DB	MAP_00001684	NA	Os01g0308200	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000386	gene_id_mapping	RAP-DB	MAP_00001690	NA	Os01g0309451	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000387	gene_id_mapping	RAP-DB	MAP_00001693	NA	Os01g0309966	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000388	gene_id_mapping	RAP-DB	MAP_00001696	NA	Os01g0310500	NA	LOC_Os01g20880;LOC_Os01g20890	ambiguous multi-target mapping	manual_review_before_evaluation_use	P1	ambiguous or unmapped gene ID mapping
MR_00000389	gene_id_mapping	RAP-DB	MAP_00001697	NA	Os01g0310550	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000390	gene_id_mapping	RAP-DB	MAP_00001699	NA	Os01g0310700	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000391	gene_id_mapping	RAP-DB	MAP_00001702	NA	Os01g0311300	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000392	gene_id_mapping	RAP-DB	MAP_00001710	NA	Os01g0312600	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000393	gene_id_mapping	RAP-DB	MAP_00001720	NA	Os01g0314600	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000394	gene_id_mapping	RAP-DB	MAP_00001727	NA	Os01g0315901	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000395	gene_id_mapping	RAP-DB	MAP_00001728	NA	Os01g0316001	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000396	gene_id_mapping	RAP-DB	MAP_00001735	NA	Os01g0317350	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000397	gene_id_mapping	RAP-DB	MAP_00001740	NA	Os01g0318202	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000398	gene_id_mapping	RAP-DB	MAP_00001742	NA	Os01g0318500	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000399	gene_id_mapping	RAP-DB	MAP_00001748	NA	Os01g0319302	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000400	gene_id_mapping	RAP-DB	MAP_00001753	NA	Os01g0320700	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000401	gene_id_mapping	RAP-DB	MAP_00001755	NA	Os01g0321200	NA	LOC_Os01g21800;LOC_Os01g21810	ambiguous multi-target mapping	manual_review_before_evaluation_use	P1	ambiguous or unmapped gene ID mapping
MR_00000402	gene_id_mapping	RAP-DB	MAP_00001765	NA	Os01g0322700	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000403	gene_id_mapping	RAP-DB	MAP_00001779	NA	Os01g0325750	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000404	gene_id_mapping	RAP-DB	MAP_00001780	NA	Os01g0325875	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000405	gene_id_mapping	RAP-DB	MAP_00001783	NA	Os01g0326280	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000406	gene_id_mapping	RAP-DB	MAP_00001791	NA	Os01g0327950	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000407	gene_id_mapping	RAP-DB	MAP_00001793	NA	Os01g0328101	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000408	gene_id_mapping	RAP-DB	MAP_00001794	NA	Os01g0328201	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000409	gene_id_mapping	RAP-DB	MAP_00001800	NA	Os01g0328801	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000410	gene_id_mapping	RAP-DB	MAP_00001802	NA	Os01g0329000	NA	LOC_Os01g22560;LOC_Os01g22570	ambiguous multi-target mapping	manual_review_before_evaluation_use	P1	ambiguous or unmapped gene ID mapping
MR_00000411	gene_id_mapping	RAP-DB	MAP_00001803	NA	Os01g0329150	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000412	gene_id_mapping	RAP-DB	MAP_00001808	NA	Os01g0330001	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000413	gene_id_mapping	RAP-DB	MAP_00001813	NA	Os01g0330650	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000414	gene_id_mapping	RAP-DB	MAP_00001814	NA	Os01g0330700	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000415	gene_id_mapping	RAP-DB	MAP_00001816	NA	Os01g0330950	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000416	gene_id_mapping	RAP-DB	MAP_00001818	NA	Os01g0331500	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000417	gene_id_mapping	RAP-DB	MAP_00001820	NA	Os01g0332002	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000418	gene_id_mapping	RAP-DB	MAP_00001822	NA	Os01g0332200	NA	LOC_Os01g22910;LOC_Os01g22920	ambiguous multi-target mapping	manual_review_before_evaluation_use	P1	ambiguous or unmapped gene ID mapping
MR_00000419	gene_id_mapping	RAP-DB	MAP_00001826	NA	Os01g0333001	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000420	gene_id_mapping	RAP-DB	MAP_00001827	NA	Os01g0333100	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000421	gene_id_mapping	RAP-DB	MAP_00001828	NA	Os01g0333266	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000422	gene_id_mapping	RAP-DB	MAP_00001829	NA	Os01g0333432	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000423	gene_id_mapping	RAP-DB	MAP_00001845	NA	Os01g0337160	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000424	gene_id_mapping	RAP-DB	MAP_00001846	NA	Os01g0337180	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000425	gene_id_mapping	RAP-DB	MAP_00001848	NA	Os01g0337550	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000426	gene_id_mapping	RAP-DB	MAP_00001854	NA	Os01g0338150	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000427	gene_id_mapping	RAP-DB	MAP_00001856	NA	Os01g0338401	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000428	gene_id_mapping	RAP-DB	MAP_00001858	NA	Os01g0339001	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000429	gene_id_mapping	RAP-DB	MAP_00001862	NA	Os01g0339550	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000430	gene_id_mapping	RAP-DB	MAP_00001863	NA	Os01g0339600	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000431	gene_id_mapping	RAP-DB	MAP_00001864	NA	Os01g0339851	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000432	gene_id_mapping	RAP-DB	MAP_00001866	NA	Os01g0339950	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000433	gene_id_mapping	RAP-DB	MAP_00001872	NA	Os01g0340801	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000434	gene_id_mapping	RAP-DB	MAP_00001873	NA	Os01g0340900	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000435	gene_id_mapping	RAP-DB	MAP_00001875	NA	Os01g0341100	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000436	gene_id_mapping	RAP-DB	MAP_00001884	NA	Os01g0343001	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000437	gene_id_mapping	RAP-DB	MAP_00001888	NA	Os01g0343350	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000438	gene_id_mapping	RAP-DB	MAP_00001891	NA	Os01g0343780	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000439	gene_id_mapping	RAP-DB	MAP_00001892	NA	Os01g0344060	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000440	gene_id_mapping	RAP-DB	MAP_00001893	NA	Os01g0344340	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000441	gene_id_mapping	RAP-DB	MAP_00001894	NA	Os01g0344620	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000442	gene_id_mapping	RAP-DB	MAP_00001896	NA	Os01g0345401	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000443	gene_id_mapping	RAP-DB	MAP_00001899	NA	Os01g0346400	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000444	gene_id_mapping	RAP-DB	MAP_00001906	NA	Os01g0347150	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000445	gene_id_mapping	RAP-DB	MAP_00001918	NA	Os01g0349000	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000446	gene_id_mapping	RAP-DB	MAP_00001924	NA	Os01g0350100	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000447	gene_id_mapping	RAP-DB	MAP_00001932	NA	Os01g0351251	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000448	gene_id_mapping	RAP-DB	MAP_00001939	NA	Os01g0352200	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000449	gene_id_mapping	RAP-DB	MAP_00001940	NA	Os01g0352300	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000450	gene_id_mapping	RAP-DB	MAP_00001942	NA	Os01g0352751	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000451	gene_id_mapping	RAP-DB	MAP_00001945	NA	Os01g0353501	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000452	gene_id_mapping	RAP-DB	MAP_00001947	NA	Os01g0353633	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000453	gene_id_mapping	RAP-DB	MAP_00001948	NA	Os01g0353900	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000454	gene_id_mapping	RAP-DB	MAP_00001951	NA	Os01g0354175	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000455	gene_id_mapping	RAP-DB	MAP_00001953	NA	Os01g0354450	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000456	gene_id_mapping	RAP-DB	MAP_00001956	NA	Os01g0355175	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000457	gene_id_mapping	RAP-DB	MAP_00001965	NA	Os01g0356450	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000458	gene_id_mapping	RAP-DB	MAP_00001969	NA	Os01g0356951	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
