evidence_id	trait_id_or_name	gene_id	gene_symbol	evidence_source	source_database	source_record_id	evidence_type	support_level	species	chrom	start	end	reference_build	coordinate_mapping_status	allowed_usage	evidence_split_candidate	notes
KGE_00000253	TO:0002676 - brassinosteroid content;TO:0002675 - gibberellic acid content	Os01g0275600	AGO4A, OsAGO4a, AGO4-2	RAP-DB JSON	RAP-DB_curated_genes	Os01g0275600	known_trait_gene	high_confidence	Oryza sativa	1	9631356	9638881	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000254	unspecified_trait	Os01g0276200	VDAC7, OsVDAC7, OSVDAC7, osvdac7, TOM40, OsTOM40	RAP-DB JSON	RAP-DB_curated_genes	Os01g0276200	known_trait_gene	high_confidence	Oryza sativa	1	9670760	9675834	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000255	TO:0000604 - fat and essential oil content;TO:0006002 - proline content;TO:0000196 - amylose content;TO:0000382 - 1000-seed weight;TO:0000734 - grain length;TO:0000104 - floury endosperm;TO:0002656 - starch grain shape;TO:0000207 - plant height;TO:0000276 - drought tolerance;TO:0000162 - seed quality;TO:0000396 - grain yield;TO:0002658 - starch grain synthesis;TO:0000266 - chalky endosperm;TO:0000590 - grain weight;TO:0000447 - filled grain number;TO:0000696 - starch content;TO:0000376 - consistency viscosity;TO:0000211 - gel consistency;TO:0000598 - protein content;TO:0000487 - endosperm color;TO:0000516 - relative root length;TO:0000462 - gelatinization temperature;TO:0001034 - relative plant height;TO:0006001 - salt tolerance;TO:0000095 - osmotic response sensitivity;TO:0000605 - hydrogen peroxide content;TO:0000259 - heat tolerance;TO:0000653 - seed development trait	Os01g0276300	LEA1B, OsLEA1b, LEA1b, OsEnS-4	RAP-DB JSON	RAP-DB_curated_genes	Os01g0276300	known_trait_gene	high_confidence	Oryza sativa	1	9679828	9680883	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000256	TO:0000196 - amylose content;TO:0000449 - grain yield per plant;TO:0000455 - seed set percent;TO:0000382 - 1000-seed weight	Os01g0276700	OsPK5, PK5, PK	RAP-DB JSON	RAP-DB_curated_genes	Os01g0276700	known_trait_gene	high_confidence	Oryza sativa	1	9694494	9699817	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000257	TO:0006001 - salt tolerance;TO:0000095 - osmotic response sensitivity;TO:0000303 - cold tolerance;TO:0000259 - heat tolerance	Os01g0276800	GAS2, Gas2, OsGAS2	RAP-DB JSON	RAP-DB_curated_genes	Os01g0276800	known_trait_gene	high_confidence	Oryza sativa	1	9702793	9709686	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000258	TO:0000137 - days to heading	Os01g0277500	OsDof4, Dof4, OsDof-4, Dof-4, OsDof3, Dof3	RAP-DB JSON	RAP-DB_curated_genes	Os01g0277500	known_trait_gene	high_confidence	Oryza sativa	1	9733832	9738224	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000259	TO:0000303 - cold tolerance	Os01g0278000	VQ1, OsVQ1	RAP-DB JSON	RAP-DB_curated_genes	Os01g0278000	known_trait_gene	high_confidence	Oryza sativa	1	9770015	9771037	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000260	TO:0000293 - chlorophyll-a content;TO:0000326 - leaf color;TO:0002715 - chloroplast development trait;TO:0000316 - photosynthetic ability;TO:0000298 - chlorophyll ratio;TO:0000188 - drought sensitivity;TO:0000255 - sheath blight disease resistance;TO:0000295 - chlorophyll-b content	Os01g0279100	YL1, OsCRD, OsCRD1, CRD, CRD1, PNZIP, YGL8, YL-1, MTC, OsMTC, OsYGL8, OsPNZIP	RAP-DB JSON	RAP-DB_curated_genes	Os01g0279100	known_trait_gene	high_confidence	Oryza sativa	1	9874379	9876678	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=3; external knowledge is not a training label
KGE_00000261	TO:0000071 - anthocyanin content;TO:0000221 - glume color;TO:0000455 - seed set percent;TO:0000207 - plant height;TO:0000159 - blue light sensitivity;TO:0000357 - growth and development trait;TO:0000290 - flavonoid content;TO:0000382 - 1000-seed weight;TO:0000040 - panicle length	Os01g0279200	CSN2, OsCSN2	RAP-DB JSON	RAP-DB_curated_genes	Os01g0279200	known_trait_gene	high_confidence	Oryza sativa	1	9878413	9885462	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=2; external knowledge is not a training label
KGE_00000262	unspecified_trait	Os01g0279700	PT21, OsPHT4;1, OsPT21	RAP-DB JSON	RAP-DB_curated_genes	Os01g0279700	known_trait_gene	high_confidence	Oryza sativa	1	9913390	9917265	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000263	unspecified_trait	Os01g0279800	NA	RAP-DB JSON	RAP-DB_curated_genes	Os01g0279800	known_trait_gene	high_confidence	Oryza sativa	1	9917593	9921565	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000264	TO:0000495 - chlorophyll content;TO:0000074 - blast disease;TO:0000175 - bacterial blight disease resistance;TO:0000172 - jasmonic acid sensitivity;TO:0000112 - disease resistance;TO:0000605 - hydrogen peroxide content;TO:0000259 - heat tolerance;TO:0000168 - abiotic stress trait;TO:0000276 - drought tolerance;TO:0000040 - panicle length;TO:0006001 - salt tolerance;TO:0000357 - growth and development trait;TO:0000615 - abscisic acid sensitivity;TO:0000316 - photosynthetic ability	Os01g0279900	BZIP3, OsTGA5, TGA5, OsbZIP3, OsHBP1b, HBP1b, OsbZIP03, OsTGA5/OsbZIP3, rTGA2.3	RAP-DB JSON	RAP-DB_curated_genes	Os01g0279900	known_trait_gene	high_confidence	Oryza sativa	1	9928971	9935981	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=2; external knowledge is not a training label
KGE_00000265	TO:0000161 - radiation response trait	Os01g0280500	EIF6;2, Os-eIF6;2, eIF6;2, OseIF6.2, eIF6.2	RAP-DB JSON	RAP-DB_curated_genes	Os01g0280500	known_trait_gene	high_confidence	Oryza sativa	1	9967185	9969073	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000266	unspecified_trait	Os01g0282800	TUB1, OsTUB1, TUBB1, OSTB-34	RAP-DB JSON	RAP-DB_curated_genes	Os01g0282800	known_trait_gene	high_confidence	Oryza sativa	1	10099352	10102948	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000267	TO:0000259 - heat tolerance;TO:0000315 - bacterial disease resistance;TO:0000303 - cold tolerance;TO:0000276 - drought tolerance;TO:0000439 - fungal disease resistance	Os01g0284500	GER4, OsGER4, OsGLP1-2, GLP1-2, OsGLP1-1, GLP1-1, OsCDP1.2, CDP1.2	RAP-DB JSON	RAP-DB_curated_genes	Os01g0284500	known_trait_gene	high_confidence	Oryza sativa	1	10167946	10168997	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000268	TO:0000734 - grain length;TO:0000097 - amylopectin content;TO:0000399 - grain thickness;TO:0000487 - endosperm color;TO:0000590 - grain weight;TO:0000412 - setback viscosity;TO:0000409 - peak viscosity;TO:0000379 - cool paste viscosity;TO:0000408 - hot paste viscosity;TO:0000524 - submergence tolerance;TO:0000462 - gelatinization temperature;TO:0000211 - gel consistency;TO:0000196 - amylose content;TO:0000340 - total soluble sugar content;TO:0002653 - endosperm storage protein content;TO:0000382 - 1000-seed weight;TO:0000266 - chalky endosperm;TO:0000166 - gibberellic acid sensitivity	Os01g0285300	MYB61, OsMYB55, OsMYB55/61, MYB55, JMTF1, OsMYB61, OsMYB61a, MYB61a, Os2R_MYB5, 2R_MYB5, MYB2-6, OsMYB2-6	RAP-DB JSON	RAP-DB_curated_genes	Os01g0285300	known_trait_gene	high_confidence	Oryza sativa	1	10217782	10219691	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=4; external knowledge is not a training label
KGE_00000269	TO:0002660 - cytokinin content;TO:0000557 - secondary branch number;TO:0000397 - grain size;TO:0000396 - grain yield;TO:0000590 - grain weight;TO:0000567 - tiller angle;TO:0000163 - auxin sensitivity	Os01g0286100	PIL15, OsPIL15, OsbHLH105, PIF3, OsPIF3	RAP-DB JSON	RAP-DB_curated_genes	Os01g0286100	known_trait_gene	high_confidence	Oryza sativa	1	10271157	10274304	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000270	TO:0000152 - panicle number;TO:0000058 - herbicide sensitivity;TO:0000326 - leaf color;TO:0000605 - hydrogen peroxide content;TO:0002715 - chloroplast development trait;TO:0000495 - chlorophyll content;TO:0000293 - chlorophyll-a content;TO:0000295 - chlorophyll-b content;TO:0000496 - carotenoid content;TO:0000460 - light intensity sensitivity;TO:0000432 - temperature response trait;TO:0000137 - days to heading;TO:0000357 - growth and development trait;TO:0000207 - plant height;TO:0000456 - spikelet number;TO:0000382 - 1000-seed weight;TO:0000449 - grain yield per plant;TO:0000158 - red light sensitivity;TO:0000074 - blast disease;TO:0000175 - bacterial blight disease resistance;TO:0000063 - mimic response;TO:0000040 - panicle length;TO:0000447 - filled grain number;TO:0000455 - seed set percent;TO:0000734 - grain length;TO:0000145 - internode length;TO:0000132 - basal internode diameter;TO:0002637 - leaf size;TO:0000089 - panicle type;TO:0000371 - yield trait;TO:0000316 - photosynthetic ability;TO:0001027 - net photosynthetic rate;TO:0000522 - stomatal conductance;TO:0001018 - transpiration rate	Os01g0286600	SPRL1, OsPPO1, PPO1, OsPPX, PPX, OsSPRL1, LMM8, OsLMM8	RAP-DB JSON	RAP-DB_curated_genes	Os01g0286600	known_trait_gene	high_confidence	Oryza sativa	1	10291889	10295449	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000271	TO:0000175 - bacterial blight disease resistance;TO:0000615 - abscisic acid sensitivity;TO:0000401 - plant growth hormone sensitivity;TO:0000172 - jasmonic acid sensitivity;TO:0000188 - drought sensitivity	Os01g0289600	WRKY9, OsWRKY9	RAP-DB JSON	RAP-DB_curated_genes	Os01g0289600	known_trait_gene	high_confidence	Oryza sativa	1	10470495	10479055	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=2; external knowledge is not a training label
KGE_00000272	TO:0000175 - bacterial blight disease resistance;TO:0000615 - abscisic acid sensitivity;TO:0000401 - plant growth hormone sensitivity;TO:0000172 - jasmonic acid sensitivity;TO:0000188 - drought sensitivity	Os01g0289600	WRKY9, circ-WRKY9, WRKY9-88aa, OsWRKY9	RAP-DB JSON	RAP-DB_curated_genes	Os01g0289600	known_trait_gene	high_confidence	Oryza sativa	1	10472686	10473506	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000273	TO:0000276 - drought tolerance;TO:0000495 - chlorophyll content	Os01g0290100	LCD1, OsLCD1	RAP-DB JSON	RAP-DB_curated_genes	Os01g0290100	known_trait_gene	high_confidence	Oryza sativa	1	10496869	10500943	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000274	TO:0000432 - temperature response trait	Os01g0290600	LCD2, OsLCD2, OsCS1, CS1	RAP-DB JSON	RAP-DB_curated_genes	Os01g0290600	known_trait_gene	high_confidence	Oryza sativa	1	10509032	10513400	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000275	TO:0000576 - stem length;TO:0000731 - lignin content;TO:0000732 - lignin monomer content	Os01g0291500	PMT, OsPMT, OsPMT1, PMT1, OsAT4/OsPMT, OsAT4, AT4, OsAt4, OsAT4/PMT, OsAT4/PMT1, OsAT4/OsPMT1	RAP-DB JSON	RAP-DB_curated_genes	Os01g0291500	known_trait_gene	high_confidence	Oryza sativa	1	10561340	10565325	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=2; external knowledge is not a training label
KGE_00000276	TO:0002675 - gibberellic acid content;TO:0000590 - grain weight;TO:0000397 - grain size;TO:0020034 - glume width;TO:0020033 - glume length;TO:0000391 - seed size;TO:0000382 - 1000-seed weight;TO:0000207 - plant height;TO:0000114 - flooding related trait;TO:0000432 - temperature response trait;TO:0000396 - grain yield;TO:0000734 - grain length;TO:0000303 - cold tolerance	Os01g0292200	CIPK01, CIPK1, OsCIPK01, OsCIPK1, OsSnRK3.3, SnRK3.3	RAP-DB JSON	RAP-DB_curated_genes	Os01g0292200	known_trait_gene	high_confidence	Oryza sativa	1	10622951	10627532	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000277	TO:0006005 - fructose content;TO:0002673 - amino acid content;TO:0000333 - sugar content;TO:0000281 - metabolite content related trait;TO:0006007 - polysaccharide content;TO:0006002 - proline content;TO:0002674 - tryptophan content;TO:0006001 - salt tolerance;TO:0000095 - osmotic response sensitivity;TO:0000525 - sodium to potassium content ratio;TO:0000495 - chlorophyll content;TO:0000300 - glucose content	Os01g0292700	IF, OsIF, OsIFL, IFL	RAP-DB JSON	RAP-DB_curated_genes	Os01g0292700	known_trait_gene	high_confidence	Oryza sativa	1	10643287	10644848	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=2; external knowledge is not a training label
KGE_00000278	TO:0000021 - copper sensitivity	Os01g0293000	OsSAMS3, SAMS3, OsSAMS1, SAMS1, SAM2, SAM1	RAP-DB JSON	RAP-DB_curated_genes	Os01g0293000	known_trait_gene	high_confidence	Oryza sativa	1	10657543	10660137	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000279	TO:0000437 - male sterility;TO:0000259 - heat tolerance;TO:0000214 - anther shape;TO:0000106 - male sterility type;TO:0000053 - pollen sterility	Os01g0293100	BHLH142, OsbHLH142, bHLH142, TIP2, OsTIP2, TIP2/TDR/bHLH142	RAP-DB JSON	RAP-DB_curated_genes	Os01g0293100	known_trait_gene	high_confidence	Oryza sativa	1	10664792	10666903	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=2; external knowledge is not a training label
KGE_00000280	unspecified_trait	Os01g0296100	GSK3, OsSK12, SK12, OsSK12/OsGSK3, OsGSK3	RAP-DB JSON	RAP-DB_curated_genes	Os01g0296100	known_trait_gene	high_confidence	Oryza sativa	1	10822587	10827149	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=2; external knowledge is not a training label
KGE_00000281	TO:0000040 - panicle length;TO:0000095 - osmotic response sensitivity;TO:0000175 - bacterial blight disease resistance;TO:0000075 - light sensitivity;TO:0000276 - drought tolerance;TO:0000207 - plant height;TO:0000316 - photosynthetic ability;TO:0000085 - leaf rolling;TO:0000605 - hydrogen peroxide content;TO:0000734 - grain length;TO:0000441 - humidity related trait;TO:0000592 - 1000-dehulled grain weight	Os01g0296200	PSL1, OsPGL13, PGL13, OsPSL1, OsPG1, PG1, LTN-212	RAP-DB JSON	RAP-DB_curated_genes	Os01g0296200	known_trait_gene	high_confidence	Oryza sativa	1	10830045	10831911	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000282	TO:0000074 - blast disease;TO:0000172 - jasmonic acid sensitivity	Os01g0297200	OsAAA-ATPase2	RAP-DB JSON	RAP-DB_curated_genes	Os01g0297200	known_trait_gene	high_confidence	Oryza sativa	1	10891810	10893684	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000283	TO:0000524 - submergence tolerance	Os01g0298400	2R_MYB6, Os2R_MYB6, OsMYB, MYB2-7, OsMYB2-7	RAP-DB JSON	RAP-DB_curated_genes	Os01g0298400	known_trait_gene	high_confidence	Oryza sativa	1	10934895	10935992	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000284	TO:0002685 - crown root number;TO:0000470 - vascular tissue related trait;TO:0000552 - shoot dry weight;TO:0000492 - leaf shape;TO:0001009 - deep root number	Os01g0302500	OSH6, OsH6, HOS16	RAP-DB JSON	RAP-DB_curated_genes	Os01g0302500	known_trait_gene	high_confidence	Oryza sativa	1	11167043	11174451	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=2; external knowledge is not a training label
KGE_00000285	unspecified_trait	Os01g0303200	LTD1	RAP-DB JSON	RAP-DB_curated_genes	Os01g0303200	known_trait_gene	high_confidence	Oryza sativa	1	11211855	11221413	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000286	TO:0000276 - drought tolerance	Os01g0305900	2R_MYB7, Os2R_MYB7, MYB2-8, OsMYB2-8	RAP-DB JSON	RAP-DB_curated_genes	Os01g0305900	known_trait_gene	high_confidence	Oryza sativa	1	11350507	11356863	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000287	TO:0000253 - seed dormancy	Os01g0306400	DOG1L-1, OsDOG1L-3, OsDOG1L-1	RAP-DB JSON	RAP-DB_curated_genes	Os01g0306400	known_trait_gene	high_confidence	Oryza sativa	1	11378620	11380071	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000288	TO:0000201 - panicle color;TO:0000326 - leaf color;TO:0000069 - variegated leaf;TO:0002715 - chloroplast development trait;TO:0000293 - chlorophyll-a content;TO:0000295 - chlorophyll-b content;TO:0000496 - carotenoid content;TO:0000289 - carotene content;TO:0002701 - lutein content	Os01g0306650	WP3	RAP-DB JSON	RAP-DB_curated_genes	Os01g0306650	known_trait_gene	high_confidence	Oryza sativa	1	11409812	11410381	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000289	TO:0002657 - oxidative stress;TO:0000516 - relative root length;TO:0000605 - hydrogen peroxide content;TO:0000354 - aluminum sensitivity	Os01g0306800	ALR3, OsAlR3	RAP-DB JSON	RAP-DB_curated_genes	Os01g0306800	known_trait_gene	high_confidence	Oryza sativa	1	11412154	11421047	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000290	TO:0001034 - relative plant height;TO:0000525 - sodium to potassium content ratio;TO:0000213 - rice grassy stunt 1 and 2 virus resistance;TO:0000609 - potassium content;TO:0002677 - brassinosteroid sensitivity;TO:0000172 - jasmonic acid sensitivity;TO:0000608 - sodium content;TO:0020003 - shoot potassium content;TO:0006001 - salt tolerance	Os01g0307500	SKC1, OsHKT1;5, HKT1;5, OsHKT8, HKT8, Os-HKT1;5, qSKC-1(t), OsSKC1	RAP-DB JSON	RAP-DB_curated_genes	Os01g0307500	known_trait_gene	high_confidence	Oryza sativa	1	11458956	11463442	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=2; external knowledge is not a training label
KGE_00000291	unspecified_trait	Os01g0308300	NA	RAP-DB JSON	RAP-DB_curated_genes	Os01g0308300	known_trait_gene	high_confidence	Oryza sativa	1	11526651	11529893	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000292	unspecified_trait	Os01g0311700	PMEI3, OsPMEI3	RAP-DB JSON	RAP-DB_curated_genes	Os01g0311700	known_trait_gene	high_confidence	Oryza sativa	1	11713650	11714674	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000293	unspecified_trait	Os01g0312500	PME3, PME42, OsPME3	RAP-DB JSON	RAP-DB_curated_genes	Os01g0312500	known_trait_gene	high_confidence	Oryza sativa	1	11741335	11750757	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000294	TO:0000074 - blast disease;TO:0000303 - cold tolerance	Os01g0314800	LEA9, OsLEA9, qCTB1e, OsLEA5, LEA5	RAP-DB JSON	RAP-DB_curated_genes	Os01g0314800	known_trait_gene	high_confidence	Oryza sativa	1	11863682	11864412	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000295	TO:0000249 - leaf senescence;TO:0000653 - seed development trait	Os01g0315800	UXS2, OsUXS2, UXS-2, Osl381, l381	RAP-DB JSON	RAP-DB_curated_genes	Os01g0315800	known_trait_gene	high_confidence	Oryza sativa	1	11906864	11910915	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000296	unspecified_trait	Os01g0316600	RRM1-5, OsSR40, OsRRM1-5	RAP-DB JSON	RAP-DB_curated_genes	Os01g0316600	known_trait_gene	high_confidence	Oryza sativa	1	11958911	11964676	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=2; external knowledge is not a training label
KGE_00000297	TO:0000429 - salt sensitivity;TO:0000276 - drought tolerance;TO:0000397 - grain size;TO:0000620 - embryo development trait;TO:0000206 - leaf angle;TO:0000653 - seed development trait;TO:0000734 - grain length;TO:0000592 - 1000-dehulled grain weight;TO:0000303 - cold tolerance	Os01g0322700	MIR408, miR408, OsmiR408, osa-MIR408osa-miR408 osa-miR408-3p osa-miR408-5p, OsMIR408	RAP-DB JSON	RAP-DB_curated_genes	Os01g0322700	known_trait_gene	high_confidence	Oryza sativa	1	12301586	12302556	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=2; external knowledge is not a training label
KGE_00000298	TO:0000496 - carotenoid content;TO:0000303 - cold tolerance;TO:0000293 - chlorophyll-a content;TO:0000326 - leaf color;TO:0002715 - chloroplast development trait;TO:0000295 - chlorophyll-b content;TO:0000495 - chlorophyll content;TO:0006001 - salt tolerance	Os01g0323300	CAF2, OsCAF2	RAP-DB JSON	RAP-DB_curated_genes	Os01g0323300	known_trait_gene	high_confidence	Oryza sativa	1	12344403	12350966	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000299	TO:0000224 - iron sensitivity;TO:0000276 - drought tolerance;TO:0000351 - zinc sensitivity	Os01g0323600	SAMS2, OsSAMS2, OsSAM2, SAM2, OS-SAMS2	RAP-DB JSON	RAP-DB_curated_genes	Os01g0323600	known_trait_gene	high_confidence	Oryza sativa	1	12363841	12366314	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000300	unspecified_trait	Os01g0330200	OsCP16	RAP-DB JSON	RAP-DB_curated_genes	Os01g0330200	known_trait_gene	high_confidence	Oryza sativa	1	12745559	12747074	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000301	unspecified_trait	Os01g0330300	OsCP19	RAP-DB JSON	RAP-DB_curated_genes	Os01g0330300	known_trait_gene	high_confidence	Oryza sativa	1	12751903	12753388	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000302	TO:0002675 - gibberellic acid content;TO:0000401 - plant growth hormone sensitivity;TO:0000303 - cold tolerance;TO:0000207 - plant height;TO:0006001 - salt tolerance	Os01g0332200	GA2OX2, OsGA2ox2, ga2ox 2, OsGA2ox-2	RAP-DB JSON	RAP-DB_curated_genes	Os01g0332200	known_trait_gene	high_confidence	Oryza sativa	1	12875498	12885479	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=2; external knowledge is not a training label
KGE_00000303	unspecified_trait	Os01g0335700	NA	RAP-DB JSON	RAP-DB_curated_genes	Os01g0335700	known_trait_gene	high_confidence	Oryza sativa	1	13142060	13144941	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000304	TO:0000261 - insect damage resistance;TO:0000454 - stem borer resistance	Os01g0337100	TPS44, OsTPS1, TPS1, OsTPS44	RAP-DB JSON	RAP-DB_curated_genes	Os01g0337100	known_trait_gene	high_confidence	Oryza sativa	1	13211920	13218746	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000305	unspecified_trait	Os01g0337900	LPD2, OsLPD2, ptPDC-E3, OsptPDC-E3	RAP-DB JSON	RAP-DB_curated_genes	Os01g0337900	known_trait_gene	high_confidence	Oryza sativa	1	13272614	13282008	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000306	TO:0000390 - grain core percent white;TO:0000202 - germination ratio;TO:0000397 - grain size;TO:0002653 - endosperm storage protein content;TO:0000104 - floury endosperm;TO:0000100 - shrunken endosperm;TO:0000490 - protein composition related trait	Os01g0338000	SAR1A, OsSar1a, Sar1a, OsARL1e, ARL1e, OsSar1b, Sar1b	RAP-DB JSON	RAP-DB_curated_genes	Os01g0338000	known_trait_gene	high_confidence	Oryza sativa	1	13286103	13288360	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000307	TO:0000439 - fungal disease resistance;TO:0000315 - bacterial disease resistance	Os01g0343200	OsIM&alpha;1b, IMPA1B, rImpa1b, Impa1b, OsIMalpha1b, IMalpha1b	RAP-DB JSON	RAP-DB_curated_genes	Os01g0343200	known_trait_gene	high_confidence	Oryza sativa	1	13560832	13566870	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000308	TO:0000396 - grain yield;TO:0000346 - tiller number;TO:0000143 - relative biomass;TO:0000011 - nitrogen sensitivity;TO:0000153 - relative yield;TO:0000453 - panicle to tiller ratio;TO:0000615 - abscisic acid sensitivity;TO:0000457 - total biomass yield;TO:0000276 - drought tolerance	Os01g0343300	GATA8, OsGATA8, OsGATA14, GATA14, OsGATA8a, OsGATA8b, DLN10, OsDLN10	RAP-DB JSON	RAP-DB_curated_genes	Os01g0343300	known_trait_gene	high_confidence	Oryza sativa	1	13570702	13573119	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
