trait_gene_evidence_id	trait_id	trait_name	trait_name_normalized	gene_id	gene_symbol	evidence_id	evidence_source	support_level	trait_mapping_confidence	gene_mapping_confidence	allowed_usage	notes
TGE_00000245	NA	TO:0000259 - heat tolerance;TO:0006001 - salt tolerance;TO:0000615 - abscisic acid sensitivity	heat tolerance salt tolerance abscisic acid sensitivity	Os01g0267600	SUN1, OsSUN2, SUN2, OsSUN1	KGE_00000245	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000246	NA	unspecified_trait	unspecified trait	Os01g0267900	CAM1, CAM1-3, OsCam1-3, OsCaM1, OsCaM1-3	KGE_00000246	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000247	NA	unspecified_trait	unspecified trait	Os01g0269700	NA	KGE_00000247	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000248	NA	unspecified_trait	unspecified trait	Os01g0269800	NA	KGE_00000248	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000249	data_lt_2007__cult_code_repro;data_lt_2007__llt_code;data_lt_2007__spkf	CULT_CODE_REPRO;LLT_CODE;SPKF	leaf length spikelet length seed development trait tiller number plant height sterility related trait chlorophyll content internode length seed maturation seed fertility spikelet anatomy and morphology trait	Os01g0269900	ARP6, OsARP6	KGE_00000249	RAP-DB JSON	high_confidence	ambiguous_keyword_match	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000250	NA	unspecified_trait	unspecified trait	Os01g0271200	ERS2, OsGluRS, OsERS2	KGE_00000250	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000251	NA	TO:0000266 - chalky endosperm;TO:0000653 - seed development trait;TO:0002672 - auxin content	chalky endosperm seed development trait auxin content	Os01g0273800	YUCCA9, OsYUC9, YUC9, OsYUCCA9	KGE_00000251	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000252	data_lt_2007__spkf	SPKF	heat tolerance salt tolerance starch content drought tolerance brassinosteroid sensitivity pollen fertility photoperiod sensitivity genic male sterility photoperiod sensitive	Os01g0274800	CSA, csa, OsCSA, MYB2-5, OsMYB2-5	KGE_00000252	RAP-DB JSON	high_confidence	keyword_match_to_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000253	NA	TO:0002676 - brassinosteroid content;TO:0002675 - gibberellic acid content	brassinosteroid content gibberellic acid content	Os01g0275600	AGO4A, OsAGO4a, AGO4-2	KGE_00000253	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000254	NA	unspecified_trait	unspecified trait	Os01g0276200	VDAC7, OsVDAC7, OSVDAC7, osvdac7, TOM40, OsTOM40	KGE_00000254	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000255	data_lt_2007__cult_code_repro	CULT_CODE_REPRO	fat and essential oil content proline content amylose content 1000 seed weight grain length floury endosperm starch grain shape plant height drought tolerance seed quality grain yield starch grain synthesis chalky endosperm grain weight filled grain number starch content consistency viscosity gel consistency protein content endosperm color relative root length gelatinization temperature relative plant height salt tolerance osmotic response sensitivity hydrogen peroxide content heat tolerance seed development trait	Os01g0276300	LEA1B, OsLEA1b, LEA1b, OsEnS-4	KGE_00000255	RAP-DB JSON	high_confidence	keyword_match_to_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000256	data_lt_2007__spkf	SPKF	amylose content grain yield per plant seed set percent 1000 seed weight	Os01g0276700	OsPK5, PK5, PK	KGE_00000256	RAP-DB JSON	high_confidence	keyword_match_to_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000257	NA	TO:0006001 - salt tolerance;TO:0000095 - osmotic response sensitivity;TO:0000303 - cold tolerance;TO:0000259 - heat tolerance	salt tolerance osmotic response sensitivity cold tolerance heat tolerance	Os01g0276800	GAS2, Gas2, OsGAS2	KGE_00000257	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000258	NA	TO:0000137 - days to heading	days to heading	Os01g0277500	OsDof4, Dof4, OsDof-4, Dof-4, OsDof3, Dof3	KGE_00000258	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000259	NA	TO:0000303 - cold tolerance	cold tolerance	Os01g0278000	VQ1, OsVQ1	KGE_00000259	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000260	NA	TO:0000293 - chlorophyll-a content;TO:0000326 - leaf color;TO:0002715 - chloroplast development trait;TO:0000316 - photosynthetic ability;TO:0000298 - chlorophyll ratio;TO:0000188 - drought sensitivity;TO:0000255 - sheath blight disease resistance;TO:0000295 - chlorophyll-b content	chlorophyll a content leaf color chloroplast development trait photosynthetic ability chlorophyll ratio drought sensitivity sheath blight disease resistance chlorophyll b content	Os01g0279100	YL1, OsCRD, OsCRD1, CRD, CRD1, PNZIP, YGL8, YL-1, MTC, OsMTC, OsYGL8, OsPNZIP	KGE_00000260	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000261	data_lt_2007__cult_code_repro;data_lt_2007__spkf	CULT_CODE_REPRO;SPKF	anthocyanin content glume color seed set percent plant height blue light sensitivity growth and development trait flavonoid content 1000 seed weight panicle length	Os01g0279200	CSN2, OsCSN2	KGE_00000261	RAP-DB JSON	high_confidence	ambiguous_keyword_match	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000262	NA	unspecified_trait	unspecified trait	Os01g0279700	PT21, OsPHT4;1, OsPT21	KGE_00000262	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000263	NA	unspecified_trait	unspecified trait	Os01g0279800	NA	KGE_00000263	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000264	NA	TO:0000495 - chlorophyll content;TO:0000074 - blast disease;TO:0000175 - bacterial blight disease resistance;TO:0000172 - jasmonic acid sensitivity;TO:0000112 - disease resistance;TO:0000605 - hydrogen peroxide content;TO:0000259 - heat tolerance;TO:0000168 - abiotic stress trait;TO:0000276 - drought tolerance;TO:0000040 - panicle length;TO:0006001 - salt tolerance;TO:0000357 - growth and development trait;TO:0000615 - abscisic acid sensitivity;TO:0000316 - photosynthetic ability	chlorophyll content blast disease bacterial blight disease resistance jasmonic acid sensitivity disease resistance hydrogen peroxide content heat tolerance abiotic stress trait drought tolerance panicle length salt tolerance growth and development trait abscisic acid sensitivity photosynthetic ability	Os01g0279900	BZIP3, OsTGA5, TGA5, OsbZIP3, OsHBP1b, HBP1b, OsbZIP03, OsTGA5/OsbZIP3, rTGA2.3	KGE_00000264	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000265	NA	TO:0000161 - radiation response trait	radiation response trait	Os01g0280500	EIF6;2, Os-eIF6;2, eIF6;2, OseIF6.2, eIF6.2	KGE_00000265	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000266	NA	unspecified_trait	unspecified trait	Os01g0282800	TUB1, OsTUB1, TUBB1, OSTB-34	KGE_00000266	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000267	NA	TO:0000259 - heat tolerance;TO:0000315 - bacterial disease resistance;TO:0000303 - cold tolerance;TO:0000276 - drought tolerance;TO:0000439 - fungal disease resistance	heat tolerance bacterial disease resistance cold tolerance drought tolerance fungal disease resistance	Os01g0284500	GER4, OsGER4, OsGLP1-2, GLP1-2, OsGLP1-1, GLP1-1, OsCDP1.2, CDP1.2	KGE_00000267	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000268	NA	TO:0000734 - grain length;TO:0000097 - amylopectin content;TO:0000399 - grain thickness;TO:0000487 - endosperm color;TO:0000590 - grain weight;TO:0000412 - setback viscosity;TO:0000409 - peak viscosity;TO:0000379 - cool paste viscosity;TO:0000408 - hot paste viscosity;TO:0000524 - submergence tolerance;TO:0000462 - gelatinization temperature;TO:0000211 - gel consistency;TO:0000196 - amylose content;TO:0000340 - total soluble sugar content;TO:0002653 - endosperm storage protein content;TO:0000382 - 1000-seed weight;TO:0000266 - chalky endosperm;TO:0000166 - gibberellic acid sensitivity	grain length amylopectin content grain thickness endosperm color grain weight setback viscosity peak viscosity cool paste viscosity hot paste viscosity submergence tolerance gelatinization temperature gel consistency amylose content total soluble sugar content endosperm storage protein content 1000 seed weight chalky endosperm gibberellic acid sensitivity	Os01g0285300	MYB61, OsMYB55, OsMYB55/61, MYB55, JMTF1, OsMYB61, OsMYB61a, MYB61a, Os2R_MYB5, 2R_MYB5, MYB2-6, OsMYB2-6	KGE_00000268	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000269	NA	TO:0002660 - cytokinin content;TO:0000557 - secondary branch number;TO:0000397 - grain size;TO:0000396 - grain yield;TO:0000590 - grain weight;TO:0000567 - tiller angle;TO:0000163 - auxin sensitivity	cytokinin content secondary branch number grain size grain yield grain weight tiller angle auxin sensitivity	Os01g0286100	PIL15, OsPIL15, OsbHLH105, PIF3, OsPIF3	KGE_00000269	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000270	data_lt_2007__cult_code_repro;data_lt_2007__spkf	CULT_CODE_REPRO;SPKF	panicle number herbicide sensitivity leaf color hydrogen peroxide content chloroplast development trait chlorophyll content chlorophyll a content chlorophyll b content carotenoid content light intensity sensitivity temperature response trait days to heading growth and development trait plant height spikelet number 1000 seed weight grain yield per plant red light sensitivity blast disease bacterial blight disease resistance mimic response panicle length filled grain number seed set percent grain length internode length basal internode diameter leaf size panicle type yield trait photosynthetic ability net photosynthetic rate stomatal conductance transpiration rate	Os01g0286600	SPRL1, OsPPO1, PPO1, OsPPX, PPX, OsSPRL1, LMM8, OsLMM8	KGE_00000270	RAP-DB JSON	high_confidence	ambiguous_keyword_match	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000271	NA	TO:0000175 - bacterial blight disease resistance;TO:0000615 - abscisic acid sensitivity;TO:0000401 - plant growth hormone sensitivity;TO:0000172 - jasmonic acid sensitivity;TO:0000188 - drought sensitivity	bacterial blight disease resistance abscisic acid sensitivity plant growth hormone sensitivity jasmonic acid sensitivity drought sensitivity	Os01g0289600	WRKY9, OsWRKY9	KGE_00000271	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000272	NA	TO:0000175 - bacterial blight disease resistance;TO:0000615 - abscisic acid sensitivity;TO:0000401 - plant growth hormone sensitivity;TO:0000172 - jasmonic acid sensitivity;TO:0000188 - drought sensitivity	bacterial blight disease resistance abscisic acid sensitivity plant growth hormone sensitivity jasmonic acid sensitivity drought sensitivity	Os01g0289600	WRKY9, circ-WRKY9, WRKY9-88aa, OsWRKY9	KGE_00000272	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000273	NA	TO:0000276 - drought tolerance;TO:0000495 - chlorophyll content	drought tolerance chlorophyll content	Os01g0290100	LCD1, OsLCD1	KGE_00000273	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000274	NA	TO:0000432 - temperature response trait	temperature response trait	Os01g0290600	LCD2, OsLCD2, OsCS1, CS1	KGE_00000274	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000275	NA	TO:0000576 - stem length;TO:0000731 - lignin content;TO:0000732 - lignin monomer content	stem length lignin content lignin monomer content	Os01g0291500	PMT, OsPMT, OsPMT1, PMT1, OsAT4/OsPMT, OsAT4, AT4, OsAt4, OsAT4/PMT, OsAT4/PMT1, OsAT4/OsPMT1	KGE_00000275	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000276	data_lt_2007__cult_code_repro	CULT_CODE_REPRO	gibberellic acid content grain weight grain size glume width glume length seed size 1000 seed weight plant height flooding related trait temperature response trait grain yield grain length cold tolerance	Os01g0292200	CIPK01, CIPK1, OsCIPK01, OsCIPK1, OsSnRK3.3, SnRK3.3	KGE_00000276	RAP-DB JSON	high_confidence	keyword_match_to_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000277	NA	TO:0006005 - fructose content;TO:0002673 - amino acid content;TO:0000333 - sugar content;TO:0000281 - metabolite content related trait;TO:0006007 - polysaccharide content;TO:0006002 - proline content;TO:0002674 - tryptophan content;TO:0006001 - salt tolerance;TO:0000095 - osmotic response sensitivity;TO:0000525 - sodium to potassium content ratio;TO:0000495 - chlorophyll content;TO:0000300 - glucose content	fructose content amino acid content sugar content metabolite content related trait polysaccharide content proline content tryptophan content salt tolerance osmotic response sensitivity sodium to potassium content ratio chlorophyll content glucose content	Os01g0292700	IF, OsIF, OsIFL, IFL	KGE_00000277	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000278	NA	TO:0000021 - copper sensitivity	copper sensitivity	Os01g0293000	OsSAMS3, SAMS3, OsSAMS1, SAMS1, SAM2, SAM1	KGE_00000278	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000279	data_lt_2007__spkf	SPKF	male sterility heat tolerance anther shape male sterility type pollen sterility	Os01g0293100	BHLH142, OsbHLH142, bHLH142, TIP2, OsTIP2, TIP2/TDR/bHLH142	KGE_00000279	RAP-DB JSON	high_confidence	keyword_match_to_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000280	NA	unspecified_trait	unspecified trait	Os01g0296100	GSK3, OsSK12, SK12, OsSK12/OsGSK3, OsGSK3	KGE_00000280	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000281	data_lt_2007__cult_code_repro	CULT_CODE_REPRO	panicle length osmotic response sensitivity bacterial blight disease resistance light sensitivity drought tolerance plant height photosynthetic ability leaf rolling hydrogen peroxide content grain length humidity related trait 1000 dehulled grain weight	Os01g0296200	PSL1, OsPGL13, PGL13, OsPSL1, OsPG1, PG1, LTN-212	KGE_00000281	RAP-DB JSON	high_confidence	keyword_match_to_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000282	NA	TO:0000074 - blast disease;TO:0000172 - jasmonic acid sensitivity	blast disease jasmonic acid sensitivity	Os01g0297200	OsAAA-ATPase2	KGE_00000282	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000283	NA	TO:0000524 - submergence tolerance	submergence tolerance	Os01g0298400	2R_MYB6, Os2R_MYB6, OsMYB, MYB2-7, OsMYB2-7	KGE_00000283	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000284	NA	TO:0002685 - crown root number;TO:0000470 - vascular tissue related trait;TO:0000552 - shoot dry weight;TO:0000492 - leaf shape;TO:0001009 - deep root number	crown root number vascular tissue related trait shoot dry weight leaf shape deep root number	Os01g0302500	OSH6, OsH6, HOS16	KGE_00000284	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000285	NA	unspecified_trait	unspecified trait	Os01g0303200	LTD1	KGE_00000285	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000286	NA	TO:0000276 - drought tolerance	drought tolerance	Os01g0305900	2R_MYB7, Os2R_MYB7, MYB2-8, OsMYB2-8	KGE_00000286	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000287	NA	TO:0000253 - seed dormancy	seed dormancy	Os01g0306400	DOG1L-1, OsDOG1L-3, OsDOG1L-1	KGE_00000287	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000288	NA	TO:0000201 - panicle color;TO:0000326 - leaf color;TO:0000069 - variegated leaf;TO:0002715 - chloroplast development trait;TO:0000293 - chlorophyll-a content;TO:0000295 - chlorophyll-b content;TO:0000496 - carotenoid content;TO:0000289 - carotene content;TO:0002701 - lutein content	panicle color leaf color variegated leaf chloroplast development trait chlorophyll a content chlorophyll b content carotenoid content carotene content lutein content	Os01g0306650	WP3	KGE_00000288	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000289	NA	TO:0002657 - oxidative stress;TO:0000516 - relative root length;TO:0000605 - hydrogen peroxide content;TO:0000354 - aluminum sensitivity	oxidative stress relative root length hydrogen peroxide content aluminum sensitivity	Os01g0306800	ALR3, OsAlR3	KGE_00000289	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000290	data_lt_2007__cult_code_repro	CULT_CODE_REPRO	relative plant height sodium to potassium content ratio rice grassy stunt 1 and 2 virus resistance potassium content brassinosteroid sensitivity jasmonic acid sensitivity sodium content shoot potassium content salt tolerance	Os01g0307500	SKC1, OsHKT1;5, HKT1;5, OsHKT8, HKT8, Os-HKT1;5, qSKC-1(t), OsSKC1	KGE_00000290	RAP-DB JSON	high_confidence	keyword_match_to_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000291	NA	unspecified_trait	unspecified trait	Os01g0308300	NA	KGE_00000291	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000292	NA	unspecified_trait	unspecified trait	Os01g0311700	PMEI3, OsPMEI3	KGE_00000292	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000293	NA	unspecified_trait	unspecified trait	Os01g0312500	PME3, PME42, OsPME3	KGE_00000293	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000294	NA	TO:0000074 - blast disease;TO:0000303 - cold tolerance	blast disease cold tolerance	Os01g0314800	LEA9, OsLEA9, qCTB1e, OsLEA5, LEA5	KGE_00000294	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000295	data_lt_2007__lsen	LSEN	leaf senescence seed development trait	Os01g0315800	UXS2, OsUXS2, UXS-2, Osl381, l381	KGE_00000295	RAP-DB JSON	high_confidence	keyword_match_to_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000296	NA	unspecified_trait	unspecified trait	Os01g0316600	RRM1-5, OsSR40, OsRRM1-5	KGE_00000296	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000297	data_lt_2007__fla_repro	FLA_REPRO	salt sensitivity drought tolerance grain size embryo development trait leaf angle seed development trait grain length 1000 dehulled grain weight cold tolerance	Os01g0322700	MIR408, miR408, OsmiR408, osa-MIR408osa-miR408 osa-miR408-3p osa-miR408-5p, OsMIR408	KGE_00000297	RAP-DB JSON	high_confidence	keyword_match_to_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000298	NA	TO:0000496 - carotenoid content;TO:0000303 - cold tolerance;TO:0000293 - chlorophyll-a content;TO:0000326 - leaf color;TO:0002715 - chloroplast development trait;TO:0000295 - chlorophyll-b content;TO:0000495 - chlorophyll content;TO:0006001 - salt tolerance	carotenoid content cold tolerance chlorophyll a content leaf color chloroplast development trait chlorophyll b content chlorophyll content salt tolerance	Os01g0323300	CAF2, OsCAF2	KGE_00000298	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000299	NA	TO:0000224 - iron sensitivity;TO:0000276 - drought tolerance;TO:0000351 - zinc sensitivity	iron sensitivity drought tolerance zinc sensitivity	Os01g0323600	SAMS2, OsSAMS2, OsSAM2, SAM2, OS-SAMS2	KGE_00000299	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000300	NA	unspecified_trait	unspecified trait	Os01g0330200	OsCP16	KGE_00000300	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000301	NA	unspecified_trait	unspecified trait	Os01g0330300	OsCP19	KGE_00000301	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000302	data_lt_2007__cult_code_repro	CULT_CODE_REPRO	gibberellic acid content plant growth hormone sensitivity cold tolerance plant height salt tolerance	Os01g0332200	GA2OX2, OsGA2ox2, ga2ox 2, OsGA2ox-2	KGE_00000302	RAP-DB JSON	high_confidence	keyword_match_to_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000303	NA	unspecified_trait	unspecified trait	Os01g0335700	NA	KGE_00000303	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000304	NA	TO:0000261 - insect damage resistance;TO:0000454 - stem borer resistance	insect damage resistance stem borer resistance	Os01g0337100	TPS44, OsTPS1, TPS1, OsTPS44	KGE_00000304	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000305	NA	unspecified_trait	unspecified trait	Os01g0337900	LPD2, OsLPD2, ptPDC-E3, OsptPDC-E3	KGE_00000305	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000306	NA	TO:0000390 - grain core percent white;TO:0000202 - germination ratio;TO:0000397 - grain size;TO:0002653 - endosperm storage protein content;TO:0000104 - floury endosperm;TO:0000100 - shrunken endosperm;TO:0000490 - protein composition related trait	grain core percent white germination ratio grain size endosperm storage protein content floury endosperm shrunken endosperm protein composition related trait	Os01g0338000	SAR1A, OsSar1a, Sar1a, OsARL1e, ARL1e, OsSar1b, Sar1b	KGE_00000306	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000307	NA	TO:0000439 - fungal disease resistance;TO:0000315 - bacterial disease resistance	fungal disease resistance bacterial disease resistance	Os01g0343200	OsIM&alpha;1b, IMPA1B, rImpa1b, Impa1b, OsIMalpha1b, IMalpha1b	KGE_00000307	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000308	NA	TO:0000396 - grain yield;TO:0000346 - tiller number;TO:0000143 - relative biomass;TO:0000011 - nitrogen sensitivity;TO:0000153 - relative yield;TO:0000453 - panicle to tiller ratio;TO:0000615 - abscisic acid sensitivity;TO:0000457 - total biomass yield;TO:0000276 - drought tolerance	grain yield tiller number relative biomass nitrogen sensitivity relative yield panicle to tiller ratio abscisic acid sensitivity total biomass yield drought tolerance	Os01g0343300	GATA8, OsGATA8, OsGATA14, GATA14, OsGATA8a, OsGATA8b, DLN10, OsDLN10	KGE_00000308	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
